Case Number,Date,Year,Type,Country,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,original order
1950.06.06,06-Jun-50,1950,Sea Disaster,USA,Survived crash of two-engine  C-46 transport plane carrying 62 migrant workers from Puerto Rico to USA ,M,25,"FATAL, bitten five times. Other survivors fought off sharks for 10 hours. One survivor's arm severed by a shark.",Y,09h00,,1747
1950.05.24,24-May-50,1950,Unprovoked,SOUTH AFRICA,Treading water,M,27,Left foot bitten,N,10h30,,1746
1950.05.01,01-May-50,1950,Boating,ITALY,Fishing on a boat,M,,No injury,N,,"unknown, possibly a white shark",1745
1950.04.09.b,09-Apr-50,1950,Sea Disaster,AUSTRALIA,"Sea Disaster, sinking of the fishing  launch Mavis",M,50,FATAL,Y,,,1744
1950.04.09.a,09-Apr-50,1950,Unprovoked,SOUTH AFRICA,"Fishing, sitting in stern of small boat, feet dangling in the water",M,,"Shark bit foot, removing 2 toes",N,,2.13 m shark,1743
1950.03.26,26-Mar-50,1950,Unprovoked,SOUTH AFRICA,Wading,M,,"Ankle & foot lacerated, defense wounds on hand",N,Midday,1.5 m to 1.8 m [5' to 6'] “spear-eye” shark ,1742
1950.03.08,08-Mar-50,1950,Unprovoked,SOUTH AFRICA,Lifesaving drill,M,20,FATAL,Y,18h50,,1741
1950.03.01,01-Mar-50,1950,Invalid,AUSTRALIA,Suicide,M,,"His body, with bullet wound in head & right hand missing, washed shore - an apparent suicide",Y,,"Szot's right hand found in a 4.5' [14.5'] tiger shark caught 3/9/1950 at Safety Bay, south of Freemantle",1740
1950.02.18.R,Reported 18-Feb-1950,1950,Unprovoked,AUSTRALIA,Spearfishing,M,,Minor injury to leg,N,,small carpet shark,1739
1950.02.11,11-Feb-50,1950,Unprovoked,SOUTH AFRICA,Body surfing,M,14,"FATAL, body not recovered ",Y,14h30,"White shark, 3.7 m [12']  according to witnesses",1738
1950.01.16,16-Jan-50,1950,Invalid,USA,"Fishing, one of three fishermen swept into the sea by a large wave ",M,,"His remains were recovered from a “huge shark” caught 3 days later. The remains of another fisherman, Harold Fujimoto, were recovered, but the body of the third fisherman, Hideo Tamura, was never found",Y,Night,,1737
1950.01.12.R,Reported 12-Jan-1950,1950,Unprovoked,AUSTRALIA,Swimming,M,,3 lacerations to heel,N,,,1736
1950.00.00.m,1950,1950,Boating,AUSTRALIA,Sitting on side of dinghy mending a net,M,,"No injury to occupant, shark bit side of dinghy",N,,"White shark, 3.6 m,  420 kg male",1735
1950.00.00.l,1950,1950,Unprovoked,SRI LANKA,Shark fishing,M,,Buttock removed,N,,Possibly a lemon shark,1734
1950.00.00.k,1950,1950,Unprovoked,SRI LANKA,Spearfishing,M,,"No injury, but shark damaged one of his swim fins",N,,Whtietip reef shark,1733
1950.00.00.j,1950 - 1951,1950,Unprovoked,LIBERIA,Defecating in water beneath the docks,M,,FATAL,Y,,,1732
1950.00.00.i,Summer 1950,1950,Unprovoked,INDONESIA,Bending over,M,7 or 8,FATAL,Y,1500,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']",1731
1950.00.00.h,1950,1950,Unprovoked,USA,Standing,M,,Arm bitten,N,,,1730
1950.00.00.g,1950s,1950,Invalid,USA,Spearfishing,M,,"No injury from shark, scraped chest climbing out on reef",N,,"Alleged to involve a white shark ""with little yellow eyes""",1729
1950.00.00.f,1950,1950,Unprovoked,PANAMA,Bathing ,M,,Foot & hand severed,N,13h00,2.7 m [9'] shark with black-tipped pectoral fins,1728
1950.00.00.e,Summer 1950,1950,Unprovoked,GREECE,Swimming,,,FATAL,Y,,,1727
1950.00.00.d,1950,1950,Unprovoked,SINGAPORE,Diving for coins,M,,FATAL,Y,,,1726
1950.00.00.c,1950,1950,Unprovoked,NEW CALEDONIA,"Spearfishing, but walking carrying fish on end of speargun",M,,"Shark jumped from sea, taking fish & his right arm",N,,,1725
1950.00.00.b,Ca. 1950,1950,Unprovoked,NEW CALEDONIA,"Helmet diving, collecting trochus shell",M,,"Arm bitten, surgically amputated",N,,,1724
1950.00.00.a,Ca. 1950,1950,Unprovoked,FIJI,,M,,Survived,N,,,1723
1949.12.00.b,Dec-49,1949,Sea Disaster,CARIBBEAN SEA,"Sea Disaster, sinking of the motorship Wingate",M,,Fatal or drowning or scavenging,Y,,Shark involvement not confirmed,1722
1949.12.00.a,Dec-49,1949,Unprovoked,AUSTRALIA,Lying on the bottom of a 16' dinghy,M,35,"No injury,     Shark landed on top of him, knocked him back down 3 times",N,,"Grey nurse shark, 2.6 m [8.5']  ",1721
1949.11.20,20-Nov-49,1949,Unprovoked,AUSTRALIA,Free diving or wading back to shore,M,36,Left arm bitten ,N,Afternoon,6' shark,1720
1949.11.12,12-Nov-49,1949,Invalid,AUSTRALIA,No details,M,,Fatal or drowning or scavenging,Y,,,1719
1949.08.28.b,28-Aug-49,1949,Unprovoked,AUSTRALIA,Swimming,M,21,Abdomen & chest abraded,N,13h20,,1718
1949.08.28.a,28-Aug-49,1949,Unprovoked,AUSTRALIA,Swimming,M,34,"FATAL, right leg, thigh & fingers lacerated ",Y,13h20,,1717
1949.08.17,17-Aug-49,1949,Invalid,ITALY,Swimming,M,17,No injury,N,,2 m shark,1716
1949.08.16,16-Aug-49,1949,Unprovoked,AUSTRALIA,Swimming near shore,M,18,Hip lacerated,N,16h00,,1715
1949.08.10.R,Reported 10-Aug-1949,1949,Unprovoked,ITALY,Swimming,M,21,Right hand severed,N,,,1714
1949.07.29,07-Jul-49,1949,Unprovoked,IRAN,Swimming,M,18,Right leg lacerated,N,,,1713
1949.07.28,28-Jul-49,1949,Unprovoked,IRAN,Swimming,M,18,"FATAL, thigh lacerated, femur exposed ",Y,,,1712
1949.07.25,25-Jul-49,1949,Unprovoked,USA,Floating on his back,M,16,"Abdomen abraded, thigh lacerated",N,15h00,,1711
1949.07.16,16-Jul-49,1949,Provoked,USA,Fishing,M,16,Right hand bitten by hooked shark being pulled onboard PROVOKED INCIDENT,N,,"Bonita sharkk, 200-lb",1710
1949.06.13,13-Jun-49,1949,Sea Disaster,CHINA,"A 75-ton  Japanese fishing ship was sunk by  Chinese Nationalist gunboat, shipwrecked men were clinging to debris",M,,"FATAL, at time of sinking several men were thrown in water & killed by sharks, survivors were rescued 3 days later by the Panamanian ship Christobel",Y,,,1709
1949.05.16,16-May-49,1949,Unprovoked,AUSTRALIA,Bathing,F,22,"Left arm severed above elbow, recovered 5 days afterwards from shark’s gut",N,,"Whaler shark, 2.7 m [9'], 350- to 450-lb  identified by G.P. Whitley",1708
1949.05.13,13-May-49,1949,Provoked,AUSTRALIA,"Examining netted shark, that had been shot",M,26,Lacerations to right hand PROVOKED INCIDENT,N,,,1707
1949.04.18,18-Apr-49,1949,Provoked,AUSTRALIA,Fishing,M,,Toe bitten by netted shark PROVOKED INCIDENT,N,,3' shark,1706
1949.04.17,17-Apr-49,1949,Unprovoked,AUSTRALIA,Bathing in water 0.9 m deep,M,13,"FATAL, left leg severed",Y,13h30,"3.3 m [10'9""] shark",1705
1949.04.13,13-Apr-49,1949,Unprovoked,MEXICO,Bathing,M,,"U.S. destroyer John W. Weeks, 6 miles offshore, demonstrating guns & bombs for Mexican officials was thought to have driven the shark into the shallows where it bit the bather before other bathers drove it away with sticks & clubs.",N,,,1704
1949.03.00,Mar-1949 or Apr-1949,1949,Boating,AUSTRALIA,,,,,UNKNOWN,,,1703
1949.01.23,23-Jan-49,1949,Unprovoked,AUSTRALIA,Lifesaving exhibition,M,20,FATAL,Y,15h00,"White shark, 3.6 m [11'9""] ",1702
1949.01.14,14-Jan-49,1949,Invalid,AUSTRALIA,Surfing,M,32,"No injury, chased by 3 sharks",N,Afternoon,,1701
1949.01.13,13-Jan-49,1949,Unprovoked,AUSTRALIA,Surf skiing,M,,"No injury, shark bumped ski",N,,,1700
1949.01.05,05-Jan-49,1949,Invalid,AUSTRALIA,,,,Human hand recovered,UNKNOWN,,"Tiger shark, 2.4 m [8']",1699
1949.00.00.g,1949-1950,1949,Boating,ITALY,"Fishing, on a boat",M,,No injury to occupant,N,,White shark,1698
1949.00.00.f,1949,1949,Unprovoked,NEW GUINEA,,,,FATAL,Y,,,1697
1949.00.00.e,1949,1949,Unprovoked,PAPUA NEW GUINEA,,M,,"Leg bitten, surgically amputated",N,,,1696
1949.00.00.d,1949,1949,Unprovoked,PAPUA NEW GUINEA,,M,,Hand & shoulder bitten,N,,,1695
1949.00.00.c,1949,1949,Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,18,"FATAL, ""Nearly bitten in two through loin"".",Y,,,1694
1949.00.00.b,1949,1949,Unprovoked,PAPUA NEW GUINEA,Swimming close to wharf,M,,Hand severed,N,,,1693
1949.00.00.a,1949,1949,Unprovoked,NEW GUINEA,Swimming ,M,,"FATAL. One man's abdomen removed, the other received severe multiple injuries.",Y,,,1692
1948.12.27,27-Dec-48,1948,Unprovoked,AUSTRALIA,Swimming,M,17,"FATAL, disappeared while swimming  ",Y,,His hand was found in a 2.4 m [8'] tiger shark caught 1/5/1949,1691
1948.12.26,26-Dec-48,1948,Unprovoked,AUSTRALIA,"Treading water, waiting for a wave",M,28,"FATAL, left hand severed, left leg arm bitten, tissue removed hip to knee  ",Y,11h30,,1690
1948.12.14.b,14-Dec-48,1948,Unprovoked,IRAN,,M,19,Left thumb severed,N,,,1689
1948.12.14.a,14-Dec-48,1948,Unprovoked,CUBA,"2 messboys (Jeppsen) & Tony Latona (13) were playing on the afterdeck of the Danish ship Grete Maersk. Jeppsen fell overboard, Latona threw a lifebelt then jumped in to help him. Ship didn’t notice they were missing",M,14,"2 hours later shark bit Jeppsen’s feet, arm, knee & finally killed him. Tony, clothing torn but alive, washed ashore on Cuban coast",N,,,1688
1948.12.10,10-Dec-48,1948,Unprovoked,AUSTRALIA,Fishing,M,,Hand injured,N,,,1687
1948.12.05,05-Dec-48,1948,Sea Disaster,NORTH PACIFIC OCEAN,Air/Sea Disaster involving C-54 Air Force Transport No. 2686 with 37 on board,M,,"32 survived, 5 perished; sharks fed on the dead but did not bite the survivors",Y,Dark,,1686
1948.11.18, 18-Nov-1948,1948,Unprovoked,AUSTRALIA,Pearl diving,M,41,Leg bitten,N,,,1685
1948.09.22,22-Sep-48,1948,Unprovoked,GREECE,Swimming,M,17,FATAL,Y,16h00,Said to be 6.4 m [21'] shark,1684
1948.09.19.b,19-Sep-48,1948,Unprovoked,USA,Swimming,M,,Leg bitten,N,,,1683
1948.09.19.a,19-Sep-48,1948,Unprovoked,USA,Fishing,M,,Survived,N,,,1682
1948.09.15,15-Sep-48,1948,Sea Disaster,MID ATLANTIC OCEAN,Leicester abandoned in a hurricane,M,,"FATAL, 2 men killed by sharks, 20 survived",Y,,,1680
1948.09.02,02-Sep-48,1948,Unprovoked,IRAN,Bathing or washing,F,60,"FATAL, left arm & left buttock severed ",Y,,,1679
1948.08.19,19-Aug-48,1948,Unprovoked,IRAN,,M,13,"FATAL, right arm  severely bitten & surgically amputated, died 12 to 14 hours later   ",Y,,,1678
1948.08.03,03-Aug-48,1948,Unprovoked,IRAN,Swimming,M,15,"Quadriceps lacerated, femur exposed",N,,,1677
1948.08.00,Aug-48,1948,Provoked,BAHAMAS,Spearing a shark,M,41,Shark that he speared bit his calf     PROVOKED INCIDENT,N,,"Lemon shark, 4'",1676
1948.07.01,01-Jul-48,1948,Unprovoked,USA,Swimming,M,46,FATAL,Y,,,1675
1948.06.06.R,Reported 06-Jun-1948,1948,Unprovoked,NORTHERN MARIANA ISLANDS,Swimming,M,,Heel bitten,N,,,1674
1948.05.10,10-May-48,1948,Provoked,IRAN,"Fishing, shark caught in his net",M,38,"8"" x 4"" left antecubital fossa of muscle & skin removed  PROVOKED INCIDENT",N,,,1673
1948.04.10,10-Apr-48,1948,Provoked,SOUTH AFRICA,"Bringing hooked, harpooned shark onboard boat",M,,Groenwald's arm lacerated by the shark PROVOKED INCIDENT,N,,,1672
1948.03.13.R,"Reported 13-Mar-1948 ""Bitten last weekend",1948,Unprovoked,KENYA,,M,,FATAL,Y,,,1671
1948.03.11,11-Mar-48,1948,Invalid,SENEGAL,,,,Fragment of human foot recovered from shark's gut,Y,,"Tiger shark, 300-kg [662-lb] ",1670
1948.03.00,Mar-48,1948,Provoked,PAPUA NEW GUINEA,Spearfishing,M,30,Leg bitten by shark that he had speared  PROVOKED INCIDENT,N,,"""grey shark""",1669
1948.02.13,13-Feb-48,1948,Sea Disaster,USA,"C47 aircraft carrying 5,000 lbs of ice ditched in the sea",M,,"FATAL. Womack was injured when plane went down, 3 days later he fell off liferaft & was taken by a shark  ",Y,,,1668
1948.02.12,12-Feb-48,1948,Unprovoked,AUSTRALIA,Swimming,M,16,"FATAL, right thigh & leg bitten ",Y,,3.7 m [12'] shark,1667
1948.01.25,25-Jan-48,1948,Unprovoked,AUSTRALIA,Surf skiing,M,,"No injury, ski bitten",N,,6' shark,1666
1948.00.00.d,Summer 1948,1948,Provoked,USA,Underwater photography,M,48,Grabbed shark by the tail & it bit him PROVOKED INCIDENT,N,Afternoon,Nurse shark,1665
1948.00.00.c,1948,1948,Unprovoked,NEW GUINEA,"Fishing, holding fish in right hand",M,,Right hand bitten,N,,,1664
1948.00.00.b,1948,1948,Provoked,PAPUA NEW GUINEA,Spearfishing,M,,Bitten on face while taking shark off spear PROVOKED INCIDENT,N,,,1663
1948.00.00.a,1948,1948,Boating,SOUTH AFRICA,Fishing,,,"No injury to occupants, boat holed by shark",N,,,1662
1947.12.21,21-Dec-47,1947,Unprovoked,AUSTRALIA,Fishing,M,9,Leg gashed,N,P.M.,Grey nurse shark,1661
1947.12.15.R,Reported 15-Dec-1947,1947,Invalid,SOUTH AFRICA,,,,"Human remains found in shark, possibly one of the crew of the wrecked fishing boat John Bull",Y,,"Tiger shark, 277-kg",1660
1947.12.00,Dec-47,1947,Unprovoked,SENEGAL,Fishing / diving,M,,"FATAL, right thigh bitten ",Y,11h00,Tiger shark,1659
1947.11.23,23-Nov-47,1947,Boating,AUSTRALIA,Fishing,,,"No injury to occupants, shark made 20 to 30 rushes at dinghy",N,,5.5 m [18'] shark,1658
1947.11.14.b,14-Nov-47,1947,Unprovoked,AUSTRALIA,Fishing from surf ski,M,17,"No injury, ski bumped",N,Dusk,,1657
1947.11.14.a,14-Nov-47,1947,Unprovoked,AUSTRALIA,Fishing from surf ski,M,16,"No injury, ski bumped",N,Dusk,,1656
1947.11.08.b,08-Nov-47,1947,Unprovoked,AUSTRALIA,Swimming,M,12,"FATAL, leg severed at knee  ",Y,16h00,,1655
1947.11.08.a,08-Nov-47,1947,Unprovoked,AUSTRALIA,Swimming,M,13,Thighs & knee lacerated,N,16h00,,1654
1947.11.00,Nov-47,1947,Unprovoked,AUSTRALIA,,,78,FATAL,Y,,,1653
1947.10.28,28-Oct-47,1947,Unprovoked,AUSTRALIA,Fishing in waist-deep water,M,,Kneecap removed,N,,,1652
1947.10.10,10-Oct-47,1947,Unprovoked,BRAZIL,Swimming ,M,25,FATAL,Y,,,1651
1947.08.04,04-Aug-47,1947,Unprovoked,USA,Swimming,M,20,"FATAL, calf bitten, leg surgically amputated  ",Y,A.M.,Possibly C. leucas,1650
1947.07.27.R,Reported 27-Jul-1947,1947,Provoked,USA,Fishing,M,46,PROVOKED INCIDENT,N,,a small shark,1649
1947.07.24.R,Reported 24-Jul-1947,1947,Unprovoked,AUSTRALIA,Diving,M,,Suit ripped,N,,"Most likely, a small shark",1648
1947.07.15,15-Jul-47,1947,Unprovoked,SOUTH AFRICA,Swimming,M,20,Right thigh lacerated,N,Morning,,1647
1947.07.00,Jul-47,1947,Invalid,GREECE,Jumped overboard ,M,,Shark involvement  unconfirmed,N,,,1646
1947.06.27,27-Jun-47,1947,Unprovoked,USA,Fishing,M,35,"Left forearm, arm & leg lacerated",N,10h30,,1645
1947.06.16,16-Jun-47,1947,Boating,AUSTRALIA,Fishing,,,"No injury to occupants, shark bumped & lifted dinghy",N,,"Tiger shark, 14' ",1644
1947.05.13.R,Reported 13-May-1947,1947,Unprovoked,KENYA,Swimming,M,,Knee grazed,N,,,1643
1947.04.20,20-Apr-47,1947,Unprovoked,SOUTH AFRICA,Treading water,M,21,Ankle & shin lacerated,N,12h00,"1.5 m, 45-kg shark",1642
1947.04.11,11-Apr-47,1947,Unprovoked,SOUTH AFRICA,Body surfing,M,14,"Thigh severely lacerated, shin & calf lacerated",N,17h30,,1641
1947.04.06,06-Apr-47,1947,Unprovoked,AUSTRALIA,Surfing,M,17,"No injury, board scraped by shark",N,,,1640
1947.04.00,Apr-47,1947,Provoked,PACIFIC OCEAN,"Moving shark from tuna vessel when boat rolled, placing both man & shark in chest-deep water",M,29,"Right arm punctured, finger lacerated PROVOKED INCIDENT",N,11h00,,1639
1947.03.12,12-Mar-47,1947,Unprovoked,SOUTH AFRICA,Wading,M,18,"Hip abraded, right calf severely lacerated",N,16h10,,1638
1947.03.09,09-Mar-47,1947,Unprovoked,SOUTH AFRICA,Treading water,M,22,Lacerations on buttock  &  right foot ,N,12h00,"Blacktip shark, 2 m [6.75'] ",1637
1947.02.23,23-Feb-47,1947,Boating,AUSTRALIA,Fishing,,,"No injury, shark holed boat",N,,,1636
1947.02.06.R,Reported 06-Feb-1947,1947,Provoked,BAHAMAS,Attempting to ride a shark,M,,Arm bitten PROVOKED INCIDENT,N,,5' shark,1635
1947.02.00,Feb-47,1947,Unprovoked,BRAZIL,Bathing,,,FATAL,Y,,,1634
1947.01.14,14-Jan-47,1947,Boating,AUSTRALIA,Rowing,,17 & 16,"No injury, shark lifted the boat 0.5 m out of the water",N,,"4.5  m [14'9""] shark",1633
1947.01.05,05-Jan-47,1947,Unprovoked,SOUTH AFRICA,Treading water,M,18,Flexed left leg lacerated,N,15h50,>1.6 m shark,1632
1946.12.28,28-Dec-46,1946,Unprovoked,AUSTRALIA,Swimming near jetty with 2' piece of wood,M,23,"Forearm & fingers lacerated, teethmarks on wood",N,,,1631
1946.12.24.R,Reported 24-Dec-1946,1946,Boating,AUSTRALIA,,,,Shark jumped into cockpit,N,,7' shark,1630
1946.11.20,20-Nov-46,1946,Unprovoked,AUSTRALIA,Pearl diving from lugger,M,30,"FATAL, right arm severed",Y,,,1629
1946.10.26.R,Reported 26-Oct-1946,1946,Unprovoked,MARSHALL ISLANDS,Fishing,,,FATAL,Y,,,1628
1946.10.14,14-Oct-46,1946,Unprovoked,AUSTRALIA,Swimming,M,15,Left leg lacerated,N,,,1627
1946.08.24,24-Aug-46,1946,Unprovoked,ISRAEL,Fishing,M,15,Laceration to back,N,,,1626
1946.08.18,18-Aug-46,1946,Unprovoked,AUSTRALIA,Swimming after a tennis ball,M,30,"FATAL, body not recovered",Y,15h20,4.3 m [14'] shark,1625
1946.07.18.b,18-Jul-46,1946,Unprovoked,IRAN,"Fishing, probably with a net",M,12,Radius & ulna bared,N,,,1624
1946.07.18.a,18-Jul-46,1946,Unprovoked,IRAN,Swimming ,M,12,"Left Achilles tendon severed, calf muscles severely lacerated",N,,Possibly C. leucas,1623
1946.06.28,28-Jun-46,1946,Unprovoked,INDIA,Bathing,M,14,"""Serious injuries""",N,,,1622
1946.05.09,09-May-46,1946,Unprovoked,TANZANIA,Swimming ,M,,Leg bitten,N,,,1621
1946.04.19,19-Apr-46,1946,Unprovoked,AUSTRALIA,Swimming,M,17,FATAL,Y,13h30,,1620
1946.04.00,Apr-46,1946,Boating,AUSTRALIA,Fishing,,,"No injury to occupants. Shark charged boat, tore off rudder & tossed it air, then swam off with it",N,,6 m [20']  shark,1619
1946.03.20,20-Mar-46,1946,Boating,AUSTRALIA,Fishing,M,28,"No injury; shark rammed boat, catapulting Leverenz in the sea & damaging boat",N,19h00,,1618
1946.02.16,16-Feb-46,1946,Unprovoked,SOUTH AFRICA,Treading water,M,21,Right arm severely lacerated,N,16h00,,1617
1946.02.10.b,10-Feb-46,1946,Unprovoked,AUSTRALIA,Standing,M,18,"Leg bitten, surgically amputated",N,12h15,"White shark, 4.2 m [13'9""] ",1616
1946.02.10.a,10-Feb-46,1946,Unprovoked,SOUTH AFRICA,Swimming ,M,18,Flexed right  knee bitten,N,09h15,,1615
1946.01.24.b,24-Jan-46,1946,Unprovoked,SOUTH AFRICA,Treading water,M,15,Knee & calf lacerated,N,17h15,,1614
1946.01.24.a,24-Jan-46,1946,Unprovoked,SOUTH AFRICA,Swimming,M,,Foot severely lacerated,N,Afternoon,,1613
1946.01.17,17-Jan-46,1946,Unprovoked,AUSTRALIA,,M,12,Ankle bitten,N,,small shark,1612
1946.01.07,07-Jan-46,1946,Unprovoked,SOUTH AFRICA,Jumping in swells,M,18,Foot bitten,N,12h00,1.5 m [5'] shark,1611
1946.01.05,05-Jan-46,1946,Unprovoked,AUSTRALIA,Swimming,F,14,"FATAL, left leg severed, right leg injured  ",Y,,,1610
1946.01.01,01-Jan-46,1946,Unprovoked,SOUTH AFRICA,Body surfing,M,24,Calf lacerated,N,A.M.,,1609
1946.00.00.c,1946,1946,Boating,SOUTH AFRICA,,,,"No injury to occupants, shark struck boats+K1581",N,,,1608
1946.00.00.b,1946,1946,Boating,SOUTH AFRICA,,,,"Shark holed and sank boat, occupants rescued",N,,,1607
1946.00.00.a,1946,1946,Unprovoked,PERSIAN GULF,Bitten after dhow shipwrecked,F,,"Abdomen bitten, but she survived. Most of the 40 others that survived the wreck, were taken by sharks",N,,,1606
1945.09.23,23-Sep-45,1945,Unprovoked,HONG KONG,Bathing,M,,FATAL,Y,"""shortly before dusk""",,1605
1945.09.19,19-Sep-45,1945,Sea Disaster,OKINAWA,American minesweeper USS YMS-472 foundered in a typhoon - swimming to shore,M,20,Laceration to arm,N,,,1604
1945.09.16,16-Sep-45,1945,Sea Disaster,JAPAN,American minesweeper USS YMS-350 lost in a typhoon - swimming to shore,M,,FATAL,Y,,,1603
1945.09.06,06-Sep-45,1945,Unprovoked,IRAN,Swimming,M,13,"Right forearm injured, mid-humeral amputation",N,,,1602
1945.08.19,19-Aug-45,1945,Unprovoked,IRAN / IRAQ,,M,,Lower left leg amputated,N,,,1601
1945.08.06,06-Aug-45,1945,Unprovoked,USA,,,,FATAL,Y,,,1600
1945.07.30,30-Jul-45,1945,Sea Disaster,PHILIPPINES,American cruiser Indianapolis torpedoed & sunk by the Japanese submarine I-58,,,"About 300  crew perished during the sinking, the remainder abandoned ship. Many who survived the loss of the ship were taken by sharks. In all, only 316 of her crew of 1,196 survived.",Y,,,1599
1945.07.00,Jul-45,1945,Sea Disaster,JAVA,"90 European civilians, many women & children, were placed on the deck of a Japanese submarine that submerged when it was well offshore",,,Sharks attacked the swimmers. The sole survivor lost his arm & foot & died of his injuries shortly after being picked up  by Javanese fishermen. The incident became known as the Cheribon Atrocity,Y,Dusk,,1598
1945.06.15,15-Jun-45,1945,Unprovoked,AUSTRALIA,Swimming,M,,FATAL,Y,16h00,,1597
1945.05.08,08-May-45,1945,Unprovoked,USA,Swimming,M,,"FATAL, large gash to thigh",Y,,,1596
1945.03.06,06-Mar-45,1945,Unprovoked,SOUTH AFRICA,Walking,M,37,"Right leg bitten knee to foot, surgically amputated",N,16h30,Thought to involve a Zambesi shark,1595
1945.02.05,05-Feb-45,1945,Unprovoked,ISRAEL,Swimming,M,,"Survived. R.A.F. pilot, seeing commotion in the water, dived his plane to investigate and scared off shark",N,,,1594
1945.00.00.d,1945,1945,Unprovoked,JAMAICA,Diving,M,,Hand severed,N,,,1593
1945.00.00.c,1945,1945,Unprovoked,CUBA,"Playing on rock, slipped & fell into the water",M,,FATAL,Y,,,1592
1945.00.00.b,1945,1945,Unprovoked,PANAMA,Bathing with her mother,F,8 or 10,Foot bitten,N,,,1591
1945.00.00.a,1945,1945,Unprovoked,IRAQ,Swimming,M,15,Left foot bitten,N,12h00,Bull shark,1590
1944.12.18,Between 18 & 22-Dec 1944,1944,Sea Disaster,PHILIPPINES,Swimming near life raft,M,19,Arm bitten,N,,9' shark,1589
1944.12.02,02-Dec-44,1944,Provoked,USA,Fishing for mackerel,,,"No injury to occupants. After being prodded with an oar, shark struck bow and sank boat PROVOKED INCIDENT",N,,"Tiger shark, 4.5 to 5.5 m [14'9"" to 18'], 2000-lb  ",1588
1944.11.08,08-Nov-44,1944,Sea Disaster,SIERRA LEONE,,M,18,FATAL,Y,,,1587
1944.11.01,01-Nov-44,1944,Invalid,AUSTRALIA,Swimming,M,,Probable drowning & scavenging,Y,,,1586
1944.10.26.b,26-Oct-44,1944,Sea Disaster,PHILIPPINES,"USS Gambier Bay CVE-73  shelled & sunk  at 09h57 on 10/24/1944, by Japanes fleet enroute to attack the Allied landing force at Leyte.",M,,When survivors werer rescued on 10/27/1944 by PC 623 there were many sharks in the area,Y,,,1585
